ticker,company,sector,industry_code,exchange,state,ipo_date,fiscal_year_end,employees,sales,cogs,sga,r_and_d,ebitda,ebit,interest_expense,net_income,dividends,capex,cfo,total_assets,total_liabilities,total_debt,cash,book_equity,shares_out,price,mktcap,ret_2025,vol,beta_2025
ALRS,Alerus Financial Corp,Financials,402010,NASDAQ,ND,,2025-12-31,0.864,331.512,107.693,136.245,,87.574,72.254,,17.439,21.087,8.699,67.531,5230.084,4665.15,404.264,67.192,564.934,25.406,22.52,572.143,0.2173,0.298,0.749
ANRO,Alto Neuroscience Inc,Health Care,352020,NYSE,CA,2024-02-02,2025-12-31,0.068,0.0,0.0,65.703,45.619,-65.703,-66.364,2.469,-63.238,0.0,0.024,-51.769,184.689,33.547,23.958,176.484,151.142,31.924,17.8,568.247,3.2081,1.323,1.0495
BWMN,Bowman Consltg Grp Ltd,Industrials,201030,NASDAQ,VA,2021-05-07,2025-12-31,2.3,490.017,228.476,215.062,,46.479,18.92,9.247,12.849,0.0,2.393,35.827,579.682,318.577,242.195,11.066,261.105,17.194,33.02,567.746,0.3234,0.475,0.9016
KYTX,Kyverna Therapeutics Inc,Health Care,352010,NASDAQ,CA,2024-02-08,2025-12-31,0.13,0.0,0.0,167.38,133.72,-167.38,-169.179,0.489,-161.307,0.0,0.005,-153.712,293.826,61.55,29.032,279.253,232.276,60.39,9.4,567.666,1.5134,1.098,1.5982
KFRC,Kforce Inc,Industrials,202020,NYSE,FL,1995-08-14,2025-12-31,1.6,1329.007,967.634,302.315,,59.058,53.51,3.122,34.825,27.493,14.84,61.645,365.638,241.035,82.946,2.142,124.603,18.353,30.92,567.475,-0.4306,0.502,0.5595
DSGN,Design Therapeutis Inc,Health Care,352010,NASDAQ,CA,2021-03-26,2025-12-31,0.054,0.0,0.0,78.445,59.129,-78.445,-79.067,0.0,-69.792,0.0,0.193,-54.358,226.203,13.7,1.535,219.845,212.503,60.398,9.38,566.533,0.5203,0.885,1.0919
PACB,Pacific Biosciences Of Calif,Health Care,352030,NASDAQ,CA,2010-10-27,2025-12-31,0.485,160.005,82.813,233.054,112.307,-155.862,-175.897,6.954,-546.376,0.0,2.714,-111.209,784.083,778.734,705.422,279.526,5.349,301.956,1.87,564.658,0.0219,0.963,1.6667
CWCO,Consolidated Water Co Inc,Utilities,551040,NASDAQ,,,2025-12-31,0.293,132.073,77.784,29.303,,24.986,18.262,0.004,18.336,8.463,8.541,41.713,257.565,30.885,3.032,123.788,221.627,15.945,35.29,562.699,0.387,0.293,0.2612
WASH,Washington Tr Bancorp Inc,Financials,401010,NASDAQ,RI,,2025-12-31,0.642,386.957,174.103,106.094,,106.76,102.543,,52.244,43.517,2.005,80.31,6621.694,6078.11,687.407,90.856,543.584,19.035,29.55,562.484,0.017,0.293,0.864
GETY,Getty Images Holdings Inc,Communication Services,502030,NYSE,WA,2020-07-31,2025-12-31,1.65,981.29,261.315,415.968,,304.007,239.244,156.175,-206.123,0.0,59.518,65.19,3240.288,2639.662,1997.629,725.307,552.542,417.215,1.34,559.068,-0.3796,0.735,1.4765
HZO,Marinemax Inc,Consumer Discretionary,255040,NYSE,FL,1998-06-02,2025-09-30,3.385,2309.288,1509.74,666.93,,132.618,83.298,71.158,-31.631,0.0,60.864,72.806,2470.438,1521.685,1245.965,170.351,937.19,21.869,25.33,553.942,-0.163,0.604,1.6335
CVLG,Covenant Logistics Group Inc,Industrials,203040,NYSE,TN,1994-10-28,2025-12-31,4.7,1164.472,1030.444,,,134.028,41.302,12.355,7.239,7.162,147.57,113.648,1045.548,641.552,338.698,4.946,403.996,25.07,22.04,552.543,-0.1816,0.398,1.2044
PKE,Park Aerospace Corp,Industrials,201010,NYSE,NY,,2026-02-28,0.125,73.301,48.769,9.172,,15.36,13.5,0.0,11.272,9.96,2.038,11.499,142.228,12.278,0.317,89.368,129.95,20.878,26.42,551.597,0.505,0.35,0.7977
CRD.A,Crawford & Co,Financials,403010,NYSE,GA,,2025-12-31,9.943,1310.827,912.129,282.076,,116.622,76.581,17.973,19.634,14.328,7.014,101.847,764.3,592.868,270.274,64.546,173.093,48.874,11.25,549.832,-0.0003,0.357,0.9176
IRWD,Ironwood Pharmaceuticals Inc,Health Care,352010,NASDAQ,MA,2010-02-03,2025-12-31,0.1,296.151,163.011,,95.136,133.14,131.259,32.746,24.017,0.0,0.034,127.044,396.901,658.736,597.802,215.456,-261.835,163.058,3.37,549.505,-0.2393,1.185,0.9273
OXM,Oxford Industries Inc,Consumer Discretionary,252030,NYSE,GA,,2026-01-31,6.0,1493.613,580.096,814.983,,98.534,32.635,6.87,-27.889,41.632,108.339,119.646,1308.958,794.121,563.441,8.129,514.837,14.887,36.85,548.586,-0.5402,0.687,1.4015
GOLD,Gold.Com Inc,Consumer Discretionary,255010,NYSE,CA,,2025-06-30,0.993,10978.614,10767.698,134.327,,76.589,53.669,46.203,17.32,18.834,10.678,152.347,2215.431,1512.76,906.719,77.741,649.516,24.639,22.18,546.493,0.2842,0.437,0.8045
FLOC,Flowco Holdings Inc,Energy,101010,NYSE,TX,2025-01-16,2025-12-31,1.281,759.719,346.236,113.377,,300.106,155.268,18.939,41.398,6.719,127.287,294.37,1646.351,288.427,209.363,4.522,228.62,29.092,18.74,545.184,-0.3603,0.543,1.3254
LE,Lands' End Inc,Consumer Discretionary,255040,NASDAQ,WI,,2026-01-31,3.9,1335.146,684.976,561.153,0.0,89.017,58.848,36.717,5.508,0.0,29.22,49.618,751.066,506.771,245.909,18.283,244.295,30.575,17.76,543.012,0.105,0.603,1.2657
EVTL,Vertical Aerospace Ltd,Industrials,201010,NYSE,,2020-09-11,2025-12-31,0.442,0.0,0.0,166.436,96.893,-166.436,-169.069,16.685,313.498,0.0,0.39,-111.392,141.55,305.003,4.314,94.624,-163.453,101.603,5.33,541.544,-0.5763,1.1,2.2594
CRNC,Cerence Inc,Information Technology,451030,NASDAQ,MA,,2025-09-30,1.3,251.781,59.764,168.341,97.756,23.676,13.127,10.223,-18.714,0.0,14.356,61.173,630.591,479.915,217.173,87.45,150.676,43.374,12.46,540.44,0.3618,1.731,2.8357
ASMB,Assembly Biosciences Inc,Health Care,352010,NASDAQ,CA,2010-12-17,2025-12-31,0.073,72.303,84.292,,64.813,-11.989,-12.118,0.0,-6.122,0.0,0.066,-41.093,257.59,50.839,2.628,248.106,206.751,15.855,34.01,539.229,1.1553,0.638,1.008
SABR,Sabre Corp,Consumer Discretionary,253010,NASDAQ,TX,2014-04-17,2025-12-31,4.65,2770.983,1105.49,1224.89,,440.603,346.106,447.829,524.617,0.0,82.887,-130.523,4502.128,5526.565,4409.5,910.113,-1051.003,395.004,1.36,537.205,-0.6274,0.761,1.8616
CASS,Cass Information Systems Inc,Financials,402010,NASDAQ,MO,1996-07-01,2025-12-31,1.016,207.424,162.125,,,45.299,38.098,0.008,35.116,16.511,5.663,37.437,2606.024,2363.026,4.509,399.023,242.998,12.918,41.52,536.355,0.0449,0.246,0.5894
FIP,Ftai Infrastructure Inc,Industrials,203040,NASDAQ,NY,,2025-12-31,1.11,502.52,299.587,30.936,,171.997,39.508,291.914,-107.174,13.831,281.25,-118.008,5748.661,4804.678,3854.281,325.946,21.324,116.294,4.61,536.115,-0.3492,0.723,1.4567
PKST,Peakstone Realty Trust,Real Estate,601040,NYSE,CA,,2025-12-31,0.04,105.981,84.672,35.488,0.0,,-14.179,56.565,-307.707,24.327,0.0,68.721,1352.824,574.121,475.34,146.44,745.425,37.176,14.35,533.476,0.3616,0.348,0.4504
EBF,Ennis Inc,Industrials,202010,NYSE,TX,,2026-02-28,1.835,392.403,263.443,59.157,,69.803,52.677,0.0,42.627,25.902,11.707,52.733,356.911,48.179,9.215,34.57,308.732,25.253,21.11,533.091,-0.0992,0.23,0.4705
SD,Sandridge Energy Inc,Energy,101020,NYSE,OK,2007-11-06,2025-12-31,0.102,156.357,46.037,13.201,,97.119,54.247,0.462,70.203,15.862,67.687,100.14,644.021,133.15,0.0,112.345,510.871,36.825,14.43,531.385,0.2817,0.373,0.8501
AHRT,Ah Realty Trust Inc,Real Estate,601010,NYSE,VA,2013-05-08,2025-12-31,0.098,283.061,183.907,19.997,0.0,,79.157,89.142,5.604,44.917,0.0,50.441,2596.51,1767.318,1650.833,52.379,456.691,80.167,6.62,530.706,-0.2994,0.298,0.7052
BWMX,Betterware De Mexico S A P,Consumer Discretionary,255040,NYSE,,2020-03-16,2025-12-31,2.441,791.142,261.364,382.567,,147.211,125.396,30.053,58.921,47.214,6.359,124.241,532.847,457.333,244.563,18.238,75.615,37.317,14.21,530.275,0.3916,0.444,0.5446
INN,Summit Hotel Properties Inc,Real Estate,601030,NYSE,TX,2011-02-09,2025-12-31,0.078,730.65,637.55,32.816,0.0,,60.284,80.692,-5.067,34.951,0.0,149.03,2776.03,1502.059,1418.105,41.212,862.051,108.799,4.87,529.851,-0.2451,0.445,1.5584
KREF,Kkr Real Estate Fin Tr Inc,Financials,402040,NYSE,NY,2017-05-05,2025-12-31,0.0,458.177,185.786,,,272.391,272.391,322.961,-47.051,65.774,0.0,72.283,6464.643,5239.439,4693.537,87.338,1172.419,64.368,8.22,529.105,-0.093,0.286,0.7396
ABSI,Absci Corp,Health Care,352010,NASDAQ,WA,2021-07-22,2025-12-31,0.14,2.8,116.476,,81.418,-113.676,-125.418,0.209,-115.183,0.0,1.107,-92.925,216.297,26.848,5.302,144.292,189.449,151.515,3.49,528.787,0.3321,0.973,2.0292
TCBX,Third Coast Bancshares Inc,Financials,401010,NYSE,TX,2021-11-09,2025-12-31,0.412,367.683,166.401,88.512,,112.77,108.023,,66.291,0.0,2.681,50.837,5340.759,4809.732,136.97,181.496,530.958,13.891,38.01,527.997,0.1196,0.325,0.9246
HY,Hyster Yale Inc,Industrials,201060,NYSE,OH,,2025-12-31,7.5,3769.3,3090.7,616.5,137.2,62.1,16.3,31.2,-60.1,25.4,62.5,86.1,2020.6,1528.2,642.2,123.2,472.0,17.734,29.71,526.877,-0.3942,0.443,1.0119
KOP,Koppers Holdings Inc,Materials,151010,NYSE,PA,2006-02-01,2025-12-31,1.859,1879.3,1431.5,154.9,,292.9,219.3,66.1,56.0,6.9,55.0,122.5,1886.8,1312.5,1022.5,38.0,574.0,19.456,27.08,526.868,-0.1552,0.398,1.0171
BLMN,Bloomin' Brands Inc,Consumer Discretionary,253010,NASDAQ,FL,2012-08-08,2025-12-31,64.0,3955.996,3429.432,260.771,,265.793,88.113,45.354,8.237,38.266,179.924,276.694,3171.907,2834.742,2021.352,59.461,333.602,85.222,6.17,525.82,-0.4657,0.76,1.4468
URG,Ur Energy Inc,Energy,101020,NYSE American,CO,,2025-12-31,0.113,27.207,21.443,68.209,,-62.445,-69.38,1.947,-74.898,0.0,23.62,-43.127,272.459,195.007,84.855,123.863,77.452,378.17,1.39,525.656,0.2087,0.785,1.2422
CINT,Ci&T Inc,Information Technology,451020,NYSE,,2021-11-10,2025-12-31,7.993,489.65,327.144,80.364,,82.142,63.305,13.892,40.62,0.0,14.765,60.56,550.498,241.561,130.931,47.864,308.937,128.86,4.07,524.46,-0.3295,0.441,0.8686
SHOE,Shoe Station Group Inc,Consumer Discretionary,255040,NASDAQ,SC,1993-03-16,2026-01-31,5.0,1135.324,688.774,348.392,0.0,98.158,66.758,0.373,52.269,16.815,44.716,71.3,1201.743,512.077,371.425,130.727,689.666,27.374,19.06,521.748,-0.4762,0.535,1.224
VNDA,Vanda Pharmaceuticals Inc,Health Care,352010,NASDAQ,DC,2006-04-12,2025-12-31,0.533,216.105,11.941,347.222,109.271,-143.058,-151.168,,-220.474,0.0,0.998,-109.442,488.948,161.762,12.622,263.95,327.186,59.102,8.82,521.28,0.8413,0.591,0.5311
BETR,Better Home & Finance Hlg Co,Financials,402010,NASDAQ,NY,2021-03-04,2025-12-31,1.329,207.716,321.749,,27.874,-114.033,-128.102,21.848,-165.872,0.0,1.193,-164.229,1505.434,1468.251,615.293,220.222,37.183,15.997,32.58,521.182,2.6525,1.174,1.2872
RGR,Sturm Ruger & Co Inc,Consumer Discretionary,252020,NYSE,CT,,2025-12-31,1.78,553.158,425.033,89.063,8.4,39.062,16.191,0.094,-4.391,10.173,15.846,54.308,341.997,58.237,1.805,92.533,283.76,15.944,32.65,520.572,-0.0613,0.392,0.3653
GOOD,Gladstone Commercial Corp,Real Estate,601010,NASDAQ,VA,,2025-12-31,0.0,161.336,94.768,6.621,0.0,,59.947,41.914,19.286,,0.0,88.151,1246.933,905.0,850.246,21.927,171.769,48.786,10.67,520.547,-0.2811,0.209,0.4798
USBC,Usbc Inc,Health Care,351010,NYSE American,NV,,2025-09-30,0.024,0.0,0.0,18.015,1.753,-18.015,-18.046,2.834,-22.123,0.0,0.0,-7.596,125.079,27.96,0.342,8.822,97.119,388.144,1.34,520.113,-0.8968,2.824,1.3617
FTK,Flotek Industries Inc,Materials,151010,NYSE,TX,,2025-12-31,0.16,237.262,177.556,29.868,1.822,29.838,28.002,3.937,30.528,0.0,1.984,7.204,220.049,106.991,50.152,5.835,113.058,30.13,17.23,519.14,0.808,0.815,1.7345
BHB,Bar Harbor Bankshares,Financials,401010,NYSE American,ME,1997-09-23,2025-12-31,0.53,243.718,80.313,75.064,,88.341,82.524,,36.919,20.404,4.811,48.276,4683.891,4151.35,279.633,80.837,532.541,16.702,31.05,518.597,0.0572,0.306,0.7486
NPCE,Neuropace Inc,Health Care,351010,NASDAQ,CA,2021-04-22,2025-12-31,0.209,99.986,22.528,93.558,27.888,-16.1,-16.338,7.457,-21.465,0.0,0.332,-11.006,105.565,86.534,70.837,61.058,19.031,33.575,15.44,518.398,0.3798,0.748,1.0492
ANGI,Angi Inc,Communication Services,502030,NASDAQ,CO,2017-10-02,2025-12-31,2.3,1030.535,47.436,857.785,87.361,125.314,79.995,20.469,43.832,0.0,59.6,105.073,1680.368,753.002,535.295,303.701,927.366,40.062,12.93,518.002,-0.2211,0.623,1.1537
MGPI,Mgp Ingredients Inc,Consumer Staples,302010,NASDAQ,KS,1988-10-20,2025-12-31,0.617,536.375,312.88,112.321,,111.174,87.088,9.638,-107.809,10.384,45.488,121.528,1235.864,519.074,266.611,18.46,718.432,21.294,24.3,517.444,-0.3725,0.376,0.5967
VREX,Varex Imaging Corp,Health Care,351010,NASDAQ,UT,,2025-09-30,2.4,844.6,528.6,221.0,91.1,95.0,67.8,35.5,-70.3,0.0,22.9,41.7,1107.4,620.8,401.9,155.1,472.6,41.69,12.4,516.956,-0.2015,0.649,1.8785
AROW,Arrow Financial Corp,Financials,401010,NASDAQ,NY,,2025-12-31,0.578,242.579,84.257,64.051,,94.271,88.853,,43.953,18.897,5.089,41.28,4445.862,4014.01,33.586,214.183,431.852,16.445,31.4,516.373,0.1394,0.289,0.6914
UNTY,Unity Bancorp Inc,Financials,401010,NASDAQ,NJ,1997-01-20,2025-12-31,0.245,188.407,60.536,38.817,,89.054,86.247,,57.951,5.609,0.564,44.906,2966.652,2621.021,271.085,216.519,345.631,9.982,51.72,516.269,0.2006,0.327,0.7443
PRTA,Prothena Corporation Plc,Health Care,352010,NASDAQ,,,2025-12-31,0.067,9.684,193.349,,134.852,-183.665,-184.56,0.0,-244.092,0.0,0.138,-163.58,326.804,46.33,8.373,307.531,280.474,53.833,9.55,514.105,-0.3105,0.629,0.538
FFIC,Flushing Financial Corp,Financials,401010,NASDAQ,NY,1995-11-21,2025-12-31,0.58,489.629,263.485,112.974,,113.17,107.481,,18.88,30.29,5.221,61.02,8693.302,7985.327,538.495,126.076,707.975,33.778,15.17,512.412,0.1334,0.341,0.8713
VPG,Vishay Precision Group Inc,Information Technology,452030,NYSE,PA,,2025-12-31,2.1,307.202,171.63,109.637,20.8,25.935,10.014,1.937,5.293,0.0,8.031,14.382,455.889,119.662,44.477,87.366,336.371,13.279,38.5,511.242,0.6404,0.606,1.8003
KLC,Kindercare Learng Compni Inc,Consumer Discretionary,253020,NYSE,OR,2024-10-09,2025-12-31,43.7,2733.323,2158.893,295.132,,279.298,155.331,78.541,-112.88,0.0,128.271,238.535,3747.89,2992.628,2525.426,133.205,755.262,118.34,4.32,511.229,-0.7573,0.618,1.1581
FFWM,First Foundation Inc,Financials,401010,NYSE,TX,2014-11-03,2025-12-31,0.57,588.363,417.892,131.347,,39.124,31.478,,-155.157,0.0,3.316,-31.905,11904.077,10991.49,1628.322,1624.87,825.79,82.884,6.16,510.565,-0.0081,0.423,0.8807
ZVRA,Zevra Therapeutics Inc,Health Care,352020,NASDAQ,MA,2015-04-16,2025-12-31,0.061,106.47,4.801,90.159,12.743,11.51,7.448,7.977,83.229,0.0,0.835,-1.598,284.731,130.074,63.206,191.011,154.657,56.855,8.96,509.421,0.0743,0.569,0.6527
KRO,Kronos Worldwide Inc,Materials,151010,NYSE,TX,,2025-12-31,2.263,1859.4,1582.0,252.2,16.0,25.2,-35.3,54.2,-110.9,23.0,42.9,2.5,1816.8,1065.7,577.3,37.0,751.1,115.0,4.42,508.3,-0.5314,0.477,1.2628
VLGEA,Village Super Market  -Cl A,Consumer Staples,301010,NASDAQ,NJ,,2025-07-31,7.2,2320.69,1657.724,558.745,0.0,104.221,69.823,3.751,56.38,13.308,58.765,93.222,1003.711,511.747,341.018,110.699,491.964,14.755,34.4,507.572,0.1493,0.289,0.1991
NAGE,Niagen Bioscience Inc,Consumer Staples,303020,NASDAQ,CA,,2025-12-31,0.117,129.423,45.449,70.13,6.33,13.844,13.059,,17.382,0.0,0.292,13.504,106.406,29.873,2.817,64.788,76.533,79.714,6.36,506.981,0.1989,0.777,1.5789
VOR,Vor Biopharma Inc,Health Care,352010,NASDAQ,MA,2021-02-05,2025-12-31,0.076,0.0,0.0,116.457,321.532,-116.457,-119.344,0.0,-695.981,0.0,0.941,-142.713,464.126,628.438,3.0,455.208,-164.312,38.72,13.08,506.458,-0.4108,1.891,1.3121
TCI,Transcontinental Rlty Invs,Real Estate,602010,NYSE,TX,,2025-12-31,0.0,66.183,49.574,5.83,0.0,10.779,10.779,6.669,13.803,0.0,0.0,-2.886,1132.52,266.359,210.825,104.268,846.732,8.639,58.62,506.418,0.9665,0.441,0.5765
RBBN,Ribbon Communications Inc,Information Technology,452010,NASDAQ,TX,2000-05-25,2025-12-31,3.08,844.556,386.778,371.147,178.872,86.631,25.71,44.924,39.636,0.0,25.342,51.398,1212.255,763.261,405.133,98.131,448.994,175.776,2.88,506.235,-0.3077,0.522,1.5111
CMCL,Caledonia Mining Corp Plc,Materials,151040,NYSE American,,,2025-12-31,2.357,267.663,115.11,21.655,,130.898,114.946,3.259,55.219,10.809,36.083,76.233,411.895,128.349,32.598,40.738,258.997,19.305,26.17,505.212,1.8681,0.605,0.3485
MOV,Movado Group Inc,Consumer Discretionary,252030,NYSE,NJ,1993-09-30,2026-01-31,1.386,671.31,298.291,328.756,,44.263,34.847,0.507,26.552,31.052,4.512,57.921,742.621,232.361,78.666,230.975,508.842,22.077,22.8,503.356,0.1376,0.393,0.9575
ARKO,Arko Corp,Consumer Discretionary,255040,NASDAQ,VA,,2025-12-31,9.748,6545.247,6149.744,165.711,0.0,229.792,92.812,90.326,22.744,13.622,127.286,192.585,3534.812,3167.573,2577.338,330.179,267.239,110.861,4.54,503.309,-0.2925,0.631,1.208
FMNB,Farmers Natl Banc Corp/Oh,Financials,401010,NASDAQ,OH,,2025-12-31,0.706,279.922,98.417,79.36,,102.145,95.368,,54.586,25.563,7.861,60.042,5245.87,4760.145,375.956,92.357,485.725,37.653,13.32,501.538,-0.0161,0.269,0.6156
LENZ,Lenz Therapeutics Inc,Health Care,352020,NASDAQ,CA,2021-06-25,2025-12-31,0.152,19.088,0.131,109.808,18.67,-90.851,-91.138,0.0,-82.127,0.0,0.827,-69.17,305.876,21.537,0.815,292.347,284.339,31.345,16.0,501.52,-0.4458,0.78,1.5421
ACNB,Acnb Corp,Financials,401010,NASDAQ,PA,,2025-12-31,0.537,191.536,44.852,67.433,,79.251,72.514,,37.051,14.382,1.076,53.643,3228.126,2808.152,324.567,65.648,419.974,10.372,48.35,501.486,0.2525,0.258,0.532
TWI,Titan International Inc,Industrials,201060,NYSE,IL,1993-05-19,2025-12-31,8.2,1828.443,1513.483,232.698,18.321,82.262,20.762,38.708,-63.494,0.0,54.62,30.029,1672.66,1151.043,714.335,202.879,514.38,63.951,7.83,500.736,0.1532,0.573,1.547
INNV,Innovage Hold Corp,Health Care,351020,NASDAQ,CO,2021-03-04,2025-06-30,2.44,853.699,268.908,557.66,,27.131,7.621,6.012,-30.313,0.0,6.263,31.812,526.851,263.943,101.083,105.915,234.968,135.44,3.69,499.774,0.3206,0.76,0.9858
BVS,Bioventus Inc,Health Care,351010,NASDAQ,NC,2021-02-11,2025-12-31,0.93,568.087,138.679,326.055,12.113,103.353,56.342,26.486,22.732,0.0,2.562,74.673,683.559,455.112,311.346,51.238,184.089,67.098,7.44,499.209,-0.2914,0.574,0.9285
FEIM,Frequency Electronics Inc,Information Technology,452030,NASDAQ,NY,,2026-04-30,0.242,63.227,42.943,21.397,5.994,-1.113,-3.001,0.087,-0.903,0.0,2.859,1.282,90.706,34.303,7.65,1.603,56.403,9.869,50.16,495.029,1.9071,0.751,1.1773
BIOA,Bioage Labs Inc,Health Care,352020,NASDAQ,CA,2024-09-26,2025-12-31,0.062,8.995,101.562,,73.966,-92.567,-92.78,0.697,-80.605,0.0,0.719,-81.627,294.889,22.838,5.56,281.098,272.051,37.387,13.23,494.63,1.2849,0.656,0.6694
LAB,Standard Biotools Inc,Health Care,352030,NASDAQ,MA,2011-02-10,2025-12-31,0.389,85.331,41.236,130.42,25.987,-86.325,-93.305,0.026,-74.896,0.0,8.303,-74.343,567.754,143.463,30.827,187.575,424.291,386.381,1.28,494.568,-0.2686,0.75,1.5146
HLLY,Holley Inc,Consumer Discretionary,251010,NYSE,TN,,2025-12-31,1.483,613.514,337.578,164.963,18.831,110.973,87.494,51.833,19.175,0.0,12.321,46.22,1163.953,715.028,557.176,37.231,448.925,119.671,4.13,494.241,0.3676,0.783,0.8764
GLRE,Greenlight Capital Re Ltd,Financials,403010,NASDAQ,,2007-05-24,2025-12-31,0.084,685.18,625.072,21.607,,38.501,38.501,4.366,74.832,0.0,0.0,210.212,2169.783,1461.806,7.402,643.732,707.977,33.898,14.58,494.233,0.0414,0.234,0.4296
GTN,Gray Media Inc,Communication Services,502010,NYSE,GA,,2025-12-31,9.582,3095.0,2334.0,113.0,,648.0,411.0,477.0,-85.0,33.0,108.0,289.0,10440.0,7635.0,5813.0,368.0,2155.0,102.003,4.84,493.695,0.6457,0.659,1.3186
LYTS,Lsi Industries Inc,Industrials,201040,NASDAQ,OH,,2025-06-30,2.0,573.377,424.666,99.02,3.3,49.691,37.116,3.129,24.383,5.97,3.465,38.118,396.362,165.64,66.641,3.457,230.722,29.003,17.01,493.341,-0.0466,0.463,1.1192
SB,Safe Bulkers Inc,Industrials,203030,NYSE,,2008-05-29,2025-12-31,0.0,288.131,133.029,29.853,0.0,125.249,65.371,34.229,38.563,20.61,41.992,102.292,1403.182,572.475,540.143,157.959,830.667,102.259,4.82,492.888,0.4162,0.342,0.7569
HIVE,Hive Digital Technologie Ltd,Information Technology,451030,NASDAQ,TX,,2026-03-31,0.029,297.791,189.894,56.849,,51.048,-119.377,1.326,-148.448,0.0,169.883,62.337,639.146,109.787,71.066,32.854,529.359,259.348,1.9,492.761,-0.0947,0.856,2.0732
HCKT,Hackett Group Inc,Information Technology,451020,NASDAQ,FL,1998-05-28,2025-12-31,1.503,305.626,185.372,84.94,,35.314,30.134,1.716,12.943,12.891,7.867,40.304,206.447,138.347,78.3,18.197,68.1,25.092,19.63,492.556,-0.3472,0.277,0.5927
LAW,Cs Disco Inc,Information Technology,451030,NYSE,TX,2021-07-21,2025-12-31,0.577,156.849,35.767,165.548,56.596,-44.466,-48.124,,-44.372,0.0,3.053,-14.936,173.639,45.532,6.971,114.597,128.107,63.264,7.76,490.929,0.5551,0.484,0.9078
PGC,Peapack-Gladstone Finan Corp,Financials,401010,NASDAQ,NJ,,2025-12-31,0.682,443.735,185.133,172.105,,86.497,81.295,,37.326,3.521,14.317,43.132,7526.409,6868.203,216.777,187.82,658.206,17.558,27.85,488.99,-0.1248,0.349,0.9789
MLAB,Mesa Laboratories Inc,Health Care,352030,NASDAQ,CO,,2026-03-31,0.717,249.13,84.944,114.836,20.308,49.35,26.079,10.692,6.712,3.523,3.25,42.831,427.747,241.502,168.831,26.928,186.245,5.525,88.42,488.52,-0.4005,0.585,1.4724
PFIS,Peoples Financial Services,Financials,401010,NASDAQ,PA,,2025-12-31,0.583,281.498,93.833,83.789,,103.876,94.062,,59.187,24.642,10.934,54.275,5270.578,4750.731,276.839,268.984,519.847,9.995,48.71,486.856,0.0002,0.306,0.8491
BWB,Bridgewater Bancshares,Financials,401010,NASDAQ,MN,2018-03-14,2025-12-31,0.322,292.763,155.46,52.342,,84.961,81.572,,46.088,0.0,5.847,27.812,5407.002,4889.907,508.177,123.511,450.581,27.76,17.53,486.633,0.2976,0.309,0.772
GEVO,Gevo Inc,Energy,101020,NASDAQ,CO,2011-02-09,2025-12-31,0.151,160.58,86.717,67.405,4.55,6.458,-18.865,17.56,-33.836,0.0,30.113,-13.401,718.929,247.76,167.522,109.933,466.337,242.464,2.0,484.928,-0.0431,0.928,1.4566
BAND,Bandwidth Inc,Communication Services,501010,NASDAQ,NC,2017-11-10,2025-12-31,1.1,753.817,429.951,284.471,132.517,39.395,-14.369,2.421,-12.912,0.0,32.941,89.491,1052.627,652.654,480.155,111.636,399.973,31.344,15.45,484.265,-0.0922,0.491,1.2829
DNA,Ginkgo Bioworks Holdings Inc,Health Care,352030,NYSE,MA,,2025-12-31,0.485,170.155,419.277,,243.773,-249.122,-308.112,0.0,-312.763,0.0,7.665,-171.059,1119.696,611.106,439.885,429.651,508.59,58.207,8.31,483.7,-0.1538,1.015,1.981
BXC,Bluelinx Holdings Inc,Industrials,201070,NYSE,GA,2004-12-14,2025-12-31,2.16,2954.007,2502.379,381.109,0.0,70.519,30.614,49.68,0.219,0.0,26.933,59.784,1549.279,931.964,673.983,385.843,617.315,7.866,61.43,483.208,-0.3987,0.479,1.1196
MNRO,Monro Inc,Consumer Discretionary,255040,NASDAQ,NY,1991-07-29,2026-03-31,6.44,1157.176,690.241,362.471,0.0,104.464,42.79,17.233,2.173,33.606,31.657,70.438,1567.977,976.504,485.902,14.633,591.444,30.02,16.04,481.521,-0.1391,0.648,0.7096
UMAC,Unusual Machines Inc,Information Technology,452030,NYSE American,FL,2024-02-14,2025-12-31,0.141,11.199,7.292,28.918,0.203,-25.011,-25.152,0.001,-19.194,0.0,2.062,-21.178,182.708,7.769,2.63,142.475,174.939,37.76,12.74,481.062,-0.2426,1.263,2.7228
OSPN,Onespan Inc,Information Technology,451030,NASDAQ,MA,1998-03-23,2025-12-31,0.602,243.18,55.808,125.699,34.156,61.673,51.603,,72.904,14.339,8.959,59.454,397.702,125.859,8.401,70.499,271.843,37.361,12.84,479.715,-0.2852,0.461,1.0599
ALTI,Alti Global Inc,Financials,402030,NASDAQ,NY,2021-02-24,2025-12-31,0.49,254.956,203.607,86.146,,-34.797,-53.243,0.347,-119.699,0.0,0.806,-51.011,1176.448,301.659,63.258,41.158,254.268,103.33,4.64,479.451,0.0522,0.53,0.4862
ANGO,Angiodynamics Inc,Health Care,351010,NASDAQ,NY,2004-05-27,2026-05-31,0.632,320.174,133.009,188.551,29.447,-1.386,-24.341,0.299,-36.742,0.0,5.949,3.089,267.163,96.338,10.956,53.864,170.825,41.7,11.48,478.716,0.4017,0.595,1.021
